cadence_hz,stride_time_mean,stride_time_cv,jerk_rms_flex,gyro_rms_flex,gyro_peak_flex,gyro_std_flex,jerk_rms_abad,gyro_rms_abad,gyro_peak_abad,gyro_std_abad,jerk_rms_rot,gyro_rms_rot,gyro_peak_rot,gyro_std_rot,gait_high_freq_ratio,stride_amplitude_cv,piezo_total_power,band_low_0_100,band_mid_100_200,band_crepitus_200_800,band_high_800_2000,spectral_entropy,dominant_freq,zero_crossing_rate,n_transient_bursts,burst_energy_ratio,melband_0,melband_1,melband_2,melband_3,melband_4,melband_5,label
1.5686274509803924,0.6375,0.2538742440120042,55.23476,0.43038228,1.2399371,0.43015146,27.943676,0.2140352,0.732697,0.21374257,40.172318,0.2791017,0.8933749,0.2790729,0.39297143,0.2889541,0.006419691,0.72534627,0.01385036,0.08064741,0.17986453,3.006094,39.0625,0.210125,80,0.17157567,0.0047341892,0.00020060173,0.00024117953,0.00027124197,0.00027648456,0.0003672212,1
1.7543859649122806,0.5700000000000001,0.10871532009151835,47.08974,0.3445805,1.0532237,0.3445758,29.218616,0.20999157,0.76695067,0.20967244,30.860668,0.22775397,0.70452034,0.22761853,0.4378483,0.38157943,0.0051846295,0.8836158,0.006354117,0.037029613,0.07286934,1.9128468,39.0625,0.20704166666666668,2,0.00051137083,0.0046035517,7.2672614e-05,8.216656e-05,9.500811e-05,0.00010980884,0.00012284532,0
1.4814814814814814,0.675,0.25542132435770876,57.466087,0.45098054,1.418932,0.45075542,30.182486,0.22597662,0.74538946,0.22572929,41.55282,0.2931734,0.90962744,0.2931733,0.40237862,0.26291907,0.005688273,0.8170438,0.012059189,0.060737457,0.11003303,2.3908148,39.0625,0.212375,43,0.08839234,0.0047050775,0.00014148267,0.00016743223,0.00016594,0.0001780291,0.00021068472,1
1.8214936247723132,0.549,0.06885631266722851,45.91322,0.3514121,1.2657976,0.35086018,28.179468,0.20511432,0.611492,0.20500636,32.254517,0.22876331,0.77058417,0.22875988,0.4210708,0.62651926,0.0052253413,0.8833038,0.006460755,0.037414968,0.07269329,1.9130456,39.0625,0.20558333333333334,0,0.0,0.004638549,7.411597e-05,8.515049e-05,9.8958146e-05,0.00011034577,0.00012071851,0
1.5037593984962405,0.665,0.24200716838231448,58.946255,0.4365606,1.6877024,0.436559,29.65716,0.21598335,0.70489836,0.2156437,40.13947,0.28836235,1.0914563,0.28835776,0.42972237,0.23855922,0.0056697163,0.81186247,0.010303922,0.05520771,0.1224015,2.4247892,39.0625,0.21091666666666667,46,0.07403448,0.00465062,0.00012027715,0.00014101528,0.0001570092,0.00017197205,0.00021607036,1
1.8739352640545146,0.5336363636363636,0.05832109862983864,45.950783,0.35595962,1.1209121,0.3545675,28.172392,0.20427683,0.6294551,0.20407754,30.508831,0.21966319,0.64281046,0.21948166,0.38202563,0.681404,0.005191107,0.88164407,0.006364212,0.036991462,0.07480521,1.9287021,39.0625,0.20766666666666667,0,0.0,0.0045991554,7.351054e-05,8.334934e-05,9.397102e-05,0.00010866793,0.00012526974,0
1.4311270125223614,0.69875,0.24668136946599076,57.0149,0.42342043,1.4918587,0.42308435,28.175941,0.20968768,0.6375367,0.20968068,41.1745,0.28846046,0.90337884,0.28795743,0.43065026,0.20775625,0.00591148,0.7741103,0.010265026,0.076445945,0.13899432,2.6783257,39.0625,0.21433333333333332,72,0.13337865,0.004626102,0.00013165023,0.00016048177,0.00021026221,0.0002913716,0.00031723807,1
1.4678899082568806,0.68125,0.22992955918059502,56.547405,0.43409088,1.3037168,0.4334872,28.90359,0.22252212,0.6580881,0.22235836,40.33305,0.30151093,0.81131065,0.30121318,0.4070515,0.21131703,0.005897047,0.77933514,0.008111027,0.059959996,0.15240669,2.6484704,39.0625,0.20916666666666667,60,0.12583895,0.0046328586,0.00012324884,0.00015016716,0.00017474359,0.00020338774,0.0002531878,1
1.4652014652014655,0.6824999999999999,0.17609106469788796,46.49934,0.337906,1.0191895,0.33783278,27.737576,0.19767249,0.55726916,0.19753641,31.287687,0.21613492,0.69567436,0.2159273,0.49194723,0.16451046,0.0051824027,0.8828047,0.0063844495,0.03569175,0.074997425,1.9196236,39.0625,0.20541666666666666,0,0.0,0.0045975517,7.299226e-05,8.3620354e-05,9.139422e-05,0.00010134003,0.00012040406,0
1.4545454545454546,0.6875,0.25180340909760945,46.308197,0.3348215,1.1201004,0.33476546,27.86697,0.19859163,0.65826094,0.1985873,32.38037,0.22595654,0.6503379,0.22566925,0.4663353,0.24775724,0.005236237,0.8831219,0.006696028,0.03611837,0.073968306,1.9189329,39.0625,0.20658333333333334,1,0.00023314786,0.0046484764,7.0532624e-05,8.071582e-05,9.569494e-05,0.00010839939,0.00012358843,0
1.4625228519195612,0.68375,0.22585651333506293,43.916008,0.3366849,1.1581558,0.3366845,28.76053,0.20795031,0.6196028,0.2075206,32.356693,0.22226858,0.8023379,0.22215393,0.39960077,0.20166436,0.0052063717,0.8826179,0.006298251,0.036525007,0.07443525,1.9207655,39.0625,0.208625,0,0.0,0.004617351,7.204091e-05,8.1636754e-05,9.6073476e-05,0.00010851678,0.000120899866,0
1.530612244897959,0.6533333333333333,0.21477106997645493,48.51025,0.36076868,1.1204844,0.36067185,28.142778,0.20589946,0.5907791,0.20561796,29.405117,0.21364084,0.70692796,0.21363506,0.42537993,0.5080651,0.0051852097,0.8827056,0.0062035667,0.03711159,0.07382863,1.9211974,39.0625,0.20425,0,0.0,0.0045985905,7.2522365e-05,8.453211e-05,9.530528e-05,0.0001078899,0.00012290588,0
1.5597920277296358,0.6411111111111112,0.2551842222838642,53.899956,0.4100967,1.2941234,0.41002145,29.678596,0.21859962,0.8320587,0.21857917,38.26978,0.28179106,0.86447936,0.28178743,0.38290188,0.3470661,0.0058691124,0.7887794,0.008961796,0.07132488,0.1307878,2.5828855,39.0625,0.21308333333333335,65,0.097342364,0.0046711056,0.00012222613,0.0001596479,0.00021766529,0.0002589196,0.0002600187,1
1.55440414507772,0.6433333333333334,0.2669273921698593,58.538418,0.4435825,1.3143035,0.44348478,30.269396,0.22083978,0.7798256,0.22082956,40.793053,0.28697935,1.0578321,0.28655142,0.35522333,0.19517556,0.0058960957,0.7809175,0.011093835,0.07830135,0.12907177,2.638846,39.0625,0.20779166666666668,53,0.09319474,0.004658905,0.00014500825,0.00019292683,0.00023742125,0.0002686907,0.00026094852,1
1.6917293233082706,0.5911111111111111,0.14800766430084422,57.051502,0.42307112,1.4064887,0.42304078,28.167889,0.20446636,0.68346274,0.20438111,40.097187,0.28665438,0.9788183,0.28649947,0.46332586,0.38668346,0.005968105,0.77880126,0.013376992,0.06895383,0.13860491,2.6631427,39.0625,0.21325,62,0.106234506,0.0047166613,0.00017994209,0.00020552144,0.00020646775,0.0002059599,0.00024371766,1
1.478743068391867,0.67625,0.20793797161508257,44.726616,0.333993,1.0514748,0.3339065,29.167194,0.2099594,0.6480886,0.20995125,31.802298,0.22284007,0.7134294,0.22256094,0.47460824,0.24208954,0.0052484595,0.8821784,0.0062008486,0.03729034,0.074196175,1.9250884,39.0625,0.20420833333333333,0,0.0,0.0046517863,7.441157e-05,8.83719e-05,9.7730874e-05,0.000107335276,0.00012432328,0
1.6891891891891893,0.592,0.16426007534889359,45.51833,0.3296708,1.01123,0.32966998,29.103231,0.20629099,0.61344105,0.20621976,31.188448,0.22713248,0.68642527,0.22682662,0.46168876,0.3812047,0.005206981,0.88268113,0.00613869,0.0372014,0.0738333,1.919931,39.0625,0.20554166666666668,2,0.0004767451,0.0046173907,7.307926e-05,8.4354724e-05,9.478372e-05,0.000109342756,0.00012319334,0
1.4234875444839858,0.7025,0.21667308502798124,57.29592,0.45083895,1.4216001,0.45081174,27.607656,0.21264245,0.70129484,0.21253084,40.508255,0.27951452,1.0125872,0.27951,0.40849125,0.21409845,0.006017581,0.7567101,0.014873869,0.08433197,0.14381874,2.810339,39.0625,0.214625,71,0.1276457,0.004632323,0.00020604485,0.00025301275,0.00026429756,0.0002543973,0.00027832092,1
1.5332197614991478,0.6522222222222224,0.22484641497709296,47.293873,0.3540735,1.1673794,0.3540242,27.26593,0.19213131,0.5639663,0.19207554,31.69171,0.23083521,0.71179545,0.23058358,0.48784378,0.26613832,0.005177931,0.8833397,0.006367177,0.037049305,0.07315144,1.9158633,39.0625,0.20608333333333334,2,0.00046430406,0.0045962622,7.159036e-05,8.2482475e-05,9.568422e-05,0.000109346896,0.00012362981,0
1.465201465201465,0.6825,0.2396119590009426,55.319866,0.41915867,1.648612,0.4189965,28.82808,0.21317811,0.6262385,0.21314128,40.84343,0.28621945,0.94762206,0.2861962,0.36452782,0.39644465,0.0061350483,0.7572291,0.012213379,0.076822855,0.15335876,2.7951894,39.0625,0.21158333333333335,59,0.12240538,0.00470946,0.00017957832,0.00021691356,0.00021129179,0.00025434254,0.0003350699,1
1.592920353982301,0.6277777777777778,0.1979296047613941,59.41272,0.45148593,1.2205802,0.45148572,29.056322,0.21458212,0.7001145,0.21449651,41.082493,0.29212078,0.9084155,0.29209518,0.3925868,0.41359183,0.0059372173,0.7768091,0.0149761485,0.07396713,0.13411096,2.6695142,39.0625,0.21116666666666667,86,0.13254537,0.004689986,0.00016142224,0.00019346947,0.00024883822,0.00024564055,0.00023216354,1
1.3333333333333333,0.75,0.2028370184303504,43.761234,0.32321957,0.9677965,0.32321957,26.676573,0.20229074,0.5684427,0.20228127,33.311157,0.23223084,0.81652915,0.23223042,0.42212838,0.2394081,0.0052093733,0.8832578,0.006149023,0.036765788,0.07370622,1.9158628,39.0625,0.20445833333333333,1,0.00023289528,0.0046225525,7.096091e-05,8.3673694e-05,9.6094496e-05,0.00010784371,0.00012552507,0
1.465201465201465,0.6825,0.25311858532216813,44.381855,0.3249661,1.0204293,0.3249275,29.386572,0.21423848,0.65558773,0.21419069,29.994722,0.2197255,0.7645872,0.21970017,0.49822435,0.32506582,0.005235352,0.88395584,0.00623258,0.03745976,0.072252035,1.9090136,39.0625,0.205625,1,0.00023200997,0.0046496233,7.5327756e-05,8.6959364e-05,9.489118e-05,0.000109145934,0.00012403741,0
1.2939001848428835,0.7728571428571429,0.23965505062720552,47.20057,0.34515408,0.9995908,0.3446137,27.123245,0.2011511,0.5722474,0.2010477,31.09092,0.22028387,0.7046564,0.22019161,0.4654165,0.40622297,0.005230486,0.88553345,0.0056488644,0.035869177,0.072815545,1.8985901,39.0625,0.200125,3,0.00073769974,0.0046504857,6.861505e-05,8.247544e-05,9.229315e-05,0.00010512886,0.00012256212,0
1.7307692307692306,0.5777777777777778,0.10693414256812325,46.264046,0.34067827,1.3046321,0.34034133,27.714905,0.204859,0.6204538,0.20484366,30.845383,0.2184194,0.7200632,0.21822168,0.4542875,0.39099678,0.005188967,0.8845178,0.0056051672,0.0368971,0.07285187,1.9097073,39.0625,0.20645833333333333,1,0.00026161736,0.0046081846,7.0508824e-05,8.361852e-05,9.1531176e-05,0.00010783001,0.00012188813,0
1.3539651837524178,0.7385714285714285,0.16620929027523848,55.69463,0.42210406,1.3409843,0.42194116,31.161835,0.22278899,0.75812066,0.22236262,39.983074,0.276007,0.79536533,0.27506173,0.43149635,0.16123138,0.0060248524,0.7683249,0.0150056025,0.068231836,0.14826624,2.7291765,39.0625,0.21325,64,0.12975118,0.004708349,0.00018258773,0.00019814307,0.000226938,0.00021290139,0.00025330062,1
1.4466546112115732,0.69125,0.23286617669142362,53.08421,0.4097382,1.4610288,0.4091839,28.602758,0.21088299,0.753778,0.21084541,39.489292,0.28267652,0.8978175,0.2826425,0.3808038,0.37591702,0.0061932052,0.7457469,0.013813152,0.084687635,0.15551595,2.8737223,39.0625,0.20791666666666667,73,0.13805345,0.004693081,0.00017620278,0.00024170868,0.00028137333,0.00028271004,0.00028948957,1
1.4492753623188408,0.69,0.2717149708338798,44.210945,0.32510188,0.9977377,0.32510054,27.720303,0.20074086,0.6207562,0.2003893,31.095741,0.21975194,0.649414,0.21954767,0.47077668,0.21024321,0.005191388,0.88417464,0.006434895,0.036231186,0.07306172,1.9099472,39.0625,0.20916666666666667,0,0.0,0.0046128444,7.23373e-05,8.133272e-05,8.947803e-05,0.0001067484,0.00012495433,0
1.3961605584642234,0.71625,0.26025734760485164,44.179977,0.31477737,1.064652,0.31477332,27.756548,0.20456724,0.59635705,0.20430791,31.3964,0.22698623,0.6953839,0.22680931,0.47398314,0.24480951,0.005210346,0.8835325,0.0065641194,0.036260072,0.073494084,1.9127822,39.0625,0.20733333333333334,0,0.0,0.004626991,7.363471e-05,8.2377584e-05,9.378409e-05,0.00010654088,0.00012217878,0
1.3333333333333333,0.75,0.20507837949335142,58.089466,0.43067548,1.3344969,0.43047634,29.28864,0.21792617,0.643929,0.21792543,40.69508,0.2914911,0.95681256,0.29104748,0.43584076,0.15623766,0.0064054467,0.7218673,0.010253228,0.089015216,0.17869557,3.0350778,39.0625,0.20991666666666667,91,0.16564177,0.004678597,0.00016835575,0.00022875032,0.00028730484,0.0003413475,0.00037163866,1
1.7543859649122813,0.5699999999999998,0.1259687652083726,57.667336,0.43752787,1.3680681,0.43751433,29.401249,0.217547,0.64269197,0.21745983,39.53453,0.28031525,0.84763,0.2796468,0.41042152,0.2421368,0.0056435065,0.81583524,0.012614471,0.053274702,0.11801603,2.3991117,39.0625,0.212,59,0.09643404,0.0046644667,0.000158477,0.00014976916,0.00013805542,0.00015086438,0.0001708205,1
1.645338208409506,0.6077777777777779,0.20088071813435296,56.100674,0.42768195,1.2551206,0.42765588,29.792913,0.22128734,0.7327428,0.22115561,41.127148,0.28705224,0.8764983,0.28693545,0.4430802,0.31460336,0.005643003,0.8069869,0.0075021163,0.05957803,0.12579021,2.4569979,39.0625,0.20916666666666667,37,0.07527711,0.0045856335,0.00010154599,0.00012305936,0.00016003,0.00021310938,0.0002290541,1
1.289134438305709,0.7757142857142857,0.15172986857104023,45.805103,0.3356125,0.90304023,0.3355328,28.91749,0.20779593,0.6805061,0.20779212,30.415394,0.21474235,0.66444075,0.21471868,0.42638466,0.087327756,0.0052337465,0.8838975,0.006457544,0.037534244,0.07201222,1.9071624,39.0625,0.20320833333333332,1,0.0002573923,0.004649069,7.532167e-05,8.394827e-05,9.7472024e-05,0.00011248663,0.0001213486,0
1.4414414414414416,0.69375,0.23750317362993745,56.010334,0.42294997,1.3096633,0.42271373,28.882069,0.21072647,0.59430444,0.21072458,39.181557,0.2879847,0.8340488,0.2879554,0.36675057,0.2121254,0.005883792,0.794485,0.011300866,0.068998255,0.12501688,2.5434961,39.0625,0.20920833333333333,48,0.099220246,0.0047298726,0.00015677077,0.00020983371,0.00022559328,0.00019609646,0.0002175431,1
1.478743068391867,0.67625,0.23298270124090378,45.333714,0.33109424,1.0537056,0.33090204,29.447636,0.21301025,0.59851545,0.21296647,31.194143,0.22602482,0.6964699,0.22578315,0.47692737,0.3920672,0.0052122525,0.88377017,0.006370334,0.0371809,0.07253038,1.9107547,39.0625,0.206875,1,0.00024306364,0.004628908,7.15833e-05,8.125161e-05,9.477735e-05,0.000112534995,0.00012515008,0
1.5358361774744027,0.6511111111111111,0.2455678203506628,55.59641,0.42676425,1.2110096,0.42619035,29.408031,0.21865188,0.70179707,0.21857406,39.724865,0.28076795,0.85990566,0.28073162,0.41183168,0.24734639,0.00579189,0.7920268,0.009615679,0.05921276,0.1389849,2.5524054,39.0625,0.209375,41,0.086415,0.00463228,0.00012550189,0.00015316221,0.0001768361,0.00018976188,0.00023288284,1
1.4869888475836435,0.6724999999999999,0.1708015589123953,44.71575,0.3376911,1.3388815,0.33767742,29.28817,0.20885086,0.8114828,0.20884539,31.363668,0.21806085,0.7443891,0.21805786,0.44164744,0.26767224,0.005184482,0.8830125,0.0063526463,0.03722052,0.073288925,1.9186934,39.0625,0.20604166666666668,2,0.0004880129,0.004600301,7.3698546e-05,8.43752e-05,9.533119e-05,0.00010858443,0.00012377236,0
1.4678899082568806,0.68125,0.26385677986198325,57.178417,0.43414128,1.4269216,0.43402848,28.06699,0.2125591,0.708407,0.21250708,39.282066,0.27927125,0.9465792,0.27916545,0.38384256,0.46695077,0.005551477,0.8247803,0.007825322,0.05424767,0.112991795,2.3264275,39.0625,0.210625,39,0.0735377,0.0046115406,0.00011151664,0.00013740837,0.00013650492,0.00016372348,0.00020117448,1
1.6513761467889907,0.6055555555555556,0.2058319769661531,45.618805,0.3380114,1.1072868,0.33776894,28.10432,0.20089196,0.8853498,0.2006242,29.318316,0.21989273,0.65603477,0.21915762,0.41645557,0.40019128,0.0052006245,0.880789,0.0067107626,0.037380744,0.07503681,1.9317905,39.0625,0.208375,3,0.0007245383,0.004604934,7.4208096e-05,8.479603e-05,9.7821256e-05,0.000109597575,0.00012644348,0
1.5463917525773194,0.6466666666666667,0.14615924391256654,55.954895,0.42255178,1.3262644,0.42239866,29.492252,0.21598148,0.682039,0.21588792,41.643974,0.29554975,0.9059327,0.2949513,0.42234257,0.3836974,0.0057464372,0.801951,0.007911886,0.07068117,0.11933929,2.50036,39.0625,0.21058333333333334,51,0.0824146,0.004643031,0.00012726263,0.00016374685,0.00019524209,0.00024237524,0.00026776572,1
1.478743068391867,0.67625,0.16482140245336854,61.757793,0.45774505,1.4261471,0.45538896,30.537579,0.22794668,0.70316374,0.22774287,41.278313,0.29978186,0.8704993,0.29964864,0.43403667,0.2094501,0.0060040336,0.7618128,0.008651993,0.07619499,0.15310852,2.7666364,39.0625,0.21208333333333335,50,0.11500181,0.0046152305,0.00012069883,0.00016607913,0.0002142306,0.00029134194,0.00036444052,1
1.5873015873015872,0.63,0.18067059056040197,46.89187,0.34416753,1.4003586,0.3441675,26.948366,0.20312646,0.6557322,0.20298149,30.508282,0.2182568,0.7574368,0.21790582,0.4779292,0.3229956,0.0051984456,0.8812232,0.0063515576,0.03713415,0.07512426,1.9332097,39.0625,0.20820833333333333,0,0.0,0.004603397,7.40013e-05,8.385737e-05,9.61636e-05,0.000109172994,0.00012368515,0
1.478743068391867,0.67625,0.24963371515854588,45.65745,0.33438203,1.0528209,0.3341731,29.911264,0.21140572,0.80887735,0.21117249,31.826248,0.21806522,0.7065845,0.21805684,0.45690337,0.17227687,0.005189494,0.8834138,0.006710664,0.036527365,0.07317785,1.9150858,39.0625,0.20604166666666668,0,0.0,0.004608659,7.4535215e-05,8.119271e-05,9.389483e-05,0.00010835665,0.00012509227,0
1.52027027027027,0.6577777777777779,0.21123646501244744,58.24096,0.44040588,1.6116946,0.4402307,29.798822,0.21712789,0.80021507,0.21711679,40.160835,0.2828268,0.92148966,0.2826591,0.42220846,0.3008516,0.0058173183,0.7912634,0.00938783,0.06380761,0.1353447,2.5715628,39.0625,0.21695833333333334,58,0.09595014,0.00464683,0.00013278343,0.00016338157,0.00017453585,0.00020777265,0.0002596498,1
1.3961605584642234,0.71625,0.21184608479800968,46.372158,0.34082797,1.019301,0.34072414,26.183268,0.19097947,0.57165295,0.19090307,29.506927,0.21192749,0.73585117,0.21174948,0.461727,0.19891773,0.005207007,0.88241976,0.006279941,0.037836265,0.07338597,1.9193736,39.0625,0.20920833333333333,0,0.0,0.0046167914,7.402442e-05,8.53772e-05,9.775196e-05,0.000111626614,0.00012432858,0
1.2544802867383513,0.797142857142857,0.18591408326770756,56.601185,0.4210582,1.292275,0.42098433,27.659779,0.21219605,0.67349917,0.21219331,39.28272,0.28679356,0.9264635,0.28656462,0.42840448,0.14925838,0.006302681,0.73313576,0.02067534,0.08173451,0.16432418,2.9463677,39.0625,0.21158333333333335,68,0.13755092,0.00473978,0.00024131253,0.0002449541,0.00025759134,0.00027012592,0.0003339337,1
1.7574692442882252,0.569,0.1758259896683546,58.420315,0.4509755,1.4068389,0.45053267,29.259632,0.21437238,0.63565785,0.21434057,39.930412,0.28175527,0.9117411,0.28119054,0.369667,0.69866735,0.0059709526,0.7710897,0.01215611,0.06274661,0.15370266,2.703495,39.0625,0.21141666666666667,58,0.11498591,0.004665822,0.00016393952,0.00017801113,0.00018242074,0.00019661072,0.00029237574,1
1.4492753623188408,0.69,0.24359037783161203,56.88266,0.44191667,1.5364215,0.44191563,27.99192,0.21255761,0.6421371,0.21224985,41.517567,0.2933448,0.9690563,0.29306915,0.36083958,0.16856664,0.0055979653,0.8269435,0.009403661,0.0512986,0.1120592,2.322207,39.0625,0.20625,41,0.05620625,0.0046709166,0.000121041434,0.00013461283,0.00013309097,0.00015253427,0.00021345125,1
1.6835016835016836,0.594,0.22171147954228923,59.519897,0.44875112,1.4100819,0.4486274,29.576162,0.2239437,0.6719713,0.22393487,40.183304,0.29931405,1.0241277,0.29923975,0.3871877,0.4776219,0.006288447,0.7379891,0.010528146,0.088704266,0.16262072,2.925465,39.0625,0.21529166666666666,62,0.13916315,0.0046959682,0.00021063775,0.0002691347,0.00026944268,0.00028859946,0.0003308161,1
1.6,0.625,0.16119553085775054,44.362625,0.34166396,0.93271357,0.34160018,29.58506,0.21102092,0.61079574,0.21093112,32.866356,0.22927488,0.7382685,0.22914335,0.38273168,0.2806318,0.005266478,0.88408524,0.0059853005,0.036644388,0.073168695,1.9147625,39.0625,0.20954166666666665,1,0.00023779095,0.004676584,7.0354225e-05,8.383414e-05,9.773428e-05,0.00010914327,0.00012198441,0
1.4545454545454546,0.6875,0.16516457867652629,55.192806,0.42331752,1.3687419,0.42234927,28.645973,0.21658082,0.7224996,0.21559975,38.522984,0.28216735,1.0368378,0.28199795,0.3808508,0.35815233,0.0056671794,0.81301,0.0085989265,0.05877245,0.119453765,2.4179854,39.0625,0.21183333333333335,40,0.07819552,0.0046453974,0.00010228656,0.00015323017,0.00020994364,0.00017981595,0.00016895348,1
1.592920353982301,0.6277777777777778,0.19505998373031602,43.58401,0.32466263,1.1644611,0.32444602,28.002684,0.20616382,0.707234,0.20606922,31.12811,0.21893957,0.7432534,0.2180085,0.46161473,0.35287285,0.005186427,0.8853659,0.0060822857,0.036722224,0.07175357,1.899908,39.0625,0.20929166666666665,0,0.0,0.004612776,7.225735e-05,8.451611e-05,9.3829265e-05,0.00010593183,0.00011907357,0
1.4388489208633093,0.6950000000000001,0.19924290971055136,45.351387,0.3290693,0.9927925,0.32815877,28.539774,0.21242553,0.6591287,0.2123078,32.518097,0.2293004,0.8181624,0.22906682,0.4535028,0.26021314,0.0051825484,0.88249344,0.0065683657,0.036832314,0.07398036,1.9197309,39.0625,0.20858333333333334,0,0.0,0.004597023,7.363634e-05,8.3016384e-05,9.3359435e-05,0.00010785962,0.0001211169,0
1.6423357664233578,0.6088888888888888,0.20061376535213618,55.212322,0.42372456,1.4324377,0.42371187,30.468527,0.22870554,0.81645226,0.22862469,40.862087,0.2960013,0.82136136,0.29578814,0.4136488,0.2643313,0.005807335,0.8015547,0.009628603,0.05488034,0.13379471,2.4958518,39.0625,0.21325,57,0.1123321,0.0046997527,0.0001420556,0.00014927203,0.00014735496,0.00016941098,0.00019973675,1
1.7574692442882252,0.569,0.10703261659756462,43.47068,0.33300668,1.0241485,0.33129096,27.376856,0.19873054,0.6763358,0.1987128,31.479004,0.22504161,0.67206067,0.22456174,0.40738904,0.5840542,0.005171653,0.88337094,0.0060924958,0.036760297,0.0736317,1.9151515,39.0625,0.21033333333333334,0,0.0,0.004589449,7.155611e-05,8.368148e-05,9.678076e-05,0.00010642084,0.000116383206,0
1.1152416356877322,0.8966666666666668,0.10173927160442453,57.246452,0.44845062,1.376819,0.4482476,29.318844,0.21453282,0.8085474,0.21446341,39.0358,0.28148732,0.9104674,0.28147393,0.36224467,0.18753406,0.0059480667,0.77027875,0.011198667,0.06928751,0.1490247,2.715136,39.0625,0.21670833333333334,63,0.0990588,0.004637509,0.00016085392,0.00018483735,0.00018973673,0.00022724642,0.0002510974,1
